Rover ID,Latitude,Longitude,Timestamp
fly,"-25° -17' -37.29"" N","-61° -42' -33.81"" E",2023-02-28 20:51:20
pay,"24° 27' 22.62"" N","-41° -6' -50.67"" E",2023-03-15 03:47:11
order,"-29° -58' -46.34"" N","-142° -40' -52.33"" E",2023-09-14 21:01:17
bed,"-61° -30' -35.10"" N","48° 57' 0.13"" E",2023-09-21 13:47:01
heart,"34° 10' 52.08"" N","-161° -31' -55.56"" E",2023-09-05 21:19:10
else,"51° 37' 57.44"" N","-175° -10' -6.01"" E",2023-09-28 03:55:35
believe,"-85° -2' -12.91"" N","-37° -5' -37.69"" E",2023-10-30 00:11:25
coach,"74° 10' 43.39"" N","-140° 0' -39.90"" E",2023-07-22 17:27:49
be,"-42° -24' -47.60"" N","-147° -2' -55.91"" E",2023-11-07 03:48:31
modern,"-31° -51' -33.56"" N","68° 51' 20.66"" E",2023-03-09 21:12:58
radio,"-82° -9' -54.02"" N","97° 57' 28.20"" E",2023-10-27 23:15:19
easy,"30° 13' 0.39"" N","6° 50' 31.44"" E",2023-10-24 18:05:31
skin,"-73° -4' -50.34"" N","-63° -13' -30.40"" E",2023-03-29 19:35:28
decade,"-30° -56' -8.31"" N","-62° -13' -31.42"" E",2023-03-25 19:56:19
conference,"61° 39' 9.49"" N","-6° -4' -34.56"" E",2023-07-28 20:45:09
public,"5° 2' 30.57"" N","157° 33' 52.54"" E",2023-01-20 16:10:39
trial,"57° 46' 45.15"" N","90° 17' 58.02"" E",2023-09-23 20:34:34
message,"-59° -32' -43.77"" N","133° 44' 19.91"" E",2023-06-02 14:00:48
matter,"68° 6' 11.28"" N","-84° -30' -53.10"" E",2023-03-22 10:12:07
relationship,"50° 55' 47.94"" N","7° 5' 46.69"" E",2023-02-04 23:44:50
why,"25° 15' 57.78"" N","17° 21' 24.04"" E",2023-05-12 05:40:00
describe,"-69° -16' -16.91"" N","-9° -41' -5.72"" E",2023-08-15 04:30:31
cup,"-73° -25' -47.18"" N","135° 44' 58.89"" E",2023-09-25 23:36:40
case,"-72° -30' -56.75"" N","-168° -12' -24.09"" E",2023-03-04 17:22:55
likely,"-25° -50' -22.74"" N","-80° -2' -27.16"" E",2023-04-30 19:57:07
edge,"-85° -8' -18.22"" N","-65° -23' -56.64"" E",2023-03-10 18:46:13
simply,"-29° -2' -22.87"" N","93° 19' 8.90"" E",2023-11-17 23:26:22
daughter,"17° 30' 3.95"" N","-22° -26' -39.70"" E",2023-02-16 11:41:04
someone,"47° 56' 32.98"" N","123° 8' 50.93"" E",2023-08-31 15:33:06
long,"-22° -14' -42.95"" N","-169° -3' -3.78"" E",2023-04-17 11:18:46
only,"16° 38' 12.26"" N","43° 20' 21.90"" E",2023-10-15 10:46:13
bring,"-74° -3' -26.14"" N","37° 11' 18.97"" E",2023-09-02 07:31:29
wind,"-49° -44' -21.75"" N","-113° -58' -3.85"" E",2023-07-08 23:04:32
create,"21° 20' 3.37"" N","48° 6' 53.27"" E",2023-07-16 04:18:18
old,"39° 54' 55.84"" N","-80° -20' -14.82"" E",2023-11-05 07:42:56
small,"-87° -47' -6.11"" N","54° 1' 42.83"" E",2023-03-12 18:40:37
which,"24° 40' 26.55"" N","172° 29' 13.74"" E",2023-03-26 01:45:19
management,"-67° -16' -11.17"" N","74° 50' 4.05"" E",2023-03-08 14:17:33
activity,"-25° -7' -16.46"" N","48° 54' 2.25"" E",2023-10-09 02:15:33
action,"62° 4' 53.29"" N","24° 12' 27.78"" E",2023-06-03 20:24:34
road,"35° 13' 6.01"" N","-54° -39' -36.62"" E",2023-09-12 00:38:22
pretty,"-10° -43' -35.41"" N","82° 50' 52.34"" E",2023-01-14 10:53:07
smile,"-26° 0' -42.10"" N","121° 25' 55.65"" E",2023-05-06 08:30:00
thought,"-75° -57' -25.04"" N","-176° -59' -7.72"" E",2023-02-18 06:12:15
important,"67° 42' 54.19"" N","61° 49' 11.50"" E",2023-04-18 04:08:02
father,"85° 52' 27.49"" N","138° 18' 20.06"" E",2023-04-26 02:34:00
fire,"-85° -2' -59.64"" N","-171° -51' -55.73"" E",2023-12-30 05:29:24
onto,"6° 2' 56.35"" N","-138° -56' -26.77"" E",2023-12-20 16:11:00
population,"-7° -55' -56.48"" N","168° 43' 29.70"" E",2023-02-09 04:22:54
billion,"39° 35' 26.96"" N","-121° -40' -49.05"" E",2023-01-03 19:44:09
still,"-87° -15' -12.87"" N","-103° -56' -23.05"" E",2023-11-23 19:19:57
someone,"22° 16' 20.68"" N","120° 51' 41.30"" E",2023-05-12 23:52:33
ground,"51° 2' 0.35"" N","-137° -54' -11.74"" E",2023-12-17 20:12:12
later,"-79° -29' -22.74"" N","-102° -43' -39.46"" E",2023-08-03 14:48:58
risk,"-85° -29' -38.24"" N","-152° -51' -33.35"" E",2023-11-05 05:08:24
stage,"26° 26' 42.35"" N","153° 54' 41.21"" E",2023-06-11 19:44:44
design,"38° 55' 25.06"" N","85° 10' 5.24"" E",2023-07-19 02:18:46
else,"52° 28' 31.08"" N","167° 0' 9.62"" E",2023-11-04 03:08:24
serious,"-53° -37' -52.94"" N","164° 23' 41.61"" E",2023-10-27 08:38:37
might,"5° 24' 40.76"" N","-143° -50' -25.26"" E",2023-11-24 12:48:38
natural,"25° 41' 23.58"" N","8° 1' 1.12"" E",2023-09-21 12:21:06
explain,"-22° -36' -5.90"" N","97° 18' 24.24"" E",2023-11-05 21:21:57
opportunity,"-78° -35' -15.10"" N","-117° -42' -29.87"" E",2023-12-06 10:18:48
management,"41° 48' 18.09"" N","100° 16' 56.61"" E",2023-08-15 20:48:47
miss,"23° 22' 29.99"" N","145° 45' 14.22"" E",2023-08-02 02:24:39
what,"11° 29' 49.63"" N","-163° -56' -13.91"" E",2023-11-24 16:20:46
energy,"-19° -36' -26.55"" N","13° 9' 28.61"" E",2023-09-06 13:01:24
miss,"0° 49' 14.18"" N","-168° -53' -52.04"" E",2023-02-26 14:36:01
yeah,"79° 14' 41.00"" N","-114° -35' -16.87"" E",2023-07-18 06:35:17
every,"88° 45' 50.97"" N","-28° -44' -26.51"" E",2023-07-14 04:20:34
thousand,"83° 32' 47.86"" N","4° 43' 42.46"" E",2023-02-02 11:48:28
put,"-18° -2' -58.23"" N","-176° -6' -12.65"" E",2023-05-13 14:18:04
year,"-33° -50' -28.41"" N","85° 41' 4.97"" E",2023-06-11 09:49:09
guess,"-75° -41' -17.71"" N","103° 35' 57.41"" E",2023-03-10 10:25:13
two,"-60° -55' -2.43"" N","-175° -39' -37.32"" E",2023-08-30 04:29:05
play,"0° -28' -7.78"" N","-93° -59' -56.65"" E",2023-10-20 10:49:47
officer,"-75° -5' -8.27"" N","173° 18' 8.09"" E",2023-08-19 11:22:51
information,"-31° -21' -10.03"" N","-63° -2' -47.71"" E",2023-07-28 18:33:09
college,"11° 53' 26.25"" N","-144° -55' -8.14"" E",2023-02-10 04:54:36
list,"-6° -42' -53.88"" N","54° 49' 37.87"" E",2023-06-28 07:41:51
provide,"-73° -11' -1.49"" N","145° 44' 47.94"" E",2023-09-05 20:33:22
above,"-52° -49' -15.51"" N","-92° -17' -23.17"" E",2023-03-22 13:16:05
course,"48° 47' 1.61"" N","-84° -56' -4.32"" E",2023-01-26 22:53:50
evening,"26° 20' 51.22"" N","-15° -31' -48.50"" E",2023-05-27 23:37:53
when,"-55° -44' -16.73"" N","125° 10' 48.53"" E",2023-07-13 15:33:10
cover,"-58° -33' -18.00"" N","-162° -29' -0.62"" E",2023-12-02 18:49:11
star,"84° 7' 5.71"" N","-117° -47' -36.14"" E",2023-05-08 09:22:55
nice,"-68° -52' -34.16"" N","32° 10' 56.22"" E",2023-05-17 11:19:18
land,"20° 48' 5.61"" N","46° 10' 9.69"" E",2023-12-07 00:07:00
anyone,"47° 28' 45.02"" N","116° 55' 57.30"" E",2023-08-09 17:06:44
open,"53° 29' 36.33"" N","96° 19' 11.40"" E",2023-05-04 07:12:22
type,"25° 38' 40.88"" N","127° 47' 51.84"" E",2023-04-12 16:56:08
open,"81° 7' 46.77"" N","-142° -16' -16.61"" E",2023-10-16 16:47:25
everybody,"-36° -29' -46.94"" N","-66° -46' -11.42"" E",2023-06-23 05:15:37
dream,"-8° -13' -4.45"" N","-4° -39' -36.32"" E",2023-05-10 00:02:24
chair,"72° 39' 13.76"" N","-55° -3' -17.82"" E",2023-10-13 03:46:00
professor,"89° 38' 22.50"" N","100° 25' 11.56"" E",2023-01-28 02:09:43
fly,"-46° -24' -42.98"" N","27° 59' 53.22"" E",2023-12-25 11:14:25
upon,"-66° -7' -21.24"" N","-16° -33' -38.43"" E",2023-07-19 22:31:50
forward,"-23° -1' -3.82"" N","42° 35' 4.55"" E",2023-01-29 05:37:51
reality,"47° 39' 24.62"" N","155° 12' 12.20"" E",2023-04-02 12:45:16
heart,"37° 32' 48.13"" N","118° 28' 33.63"" E",2023-09-03 21:02:15
wind,"46° 15' 31.40"" N","-89° -20' -11.28"" E",2023-09-28 01:54:17
administration,"65° 12' 54.32"" N","77° 58' 4.71"" E",2023-03-11 02:51:36
community,"-5° -1' -38.28"" N","138° 15' 46.24"" E",2023-06-30 15:30:23
growth,"-80° -31' -25.33"" N","57° 42' 29.85"" E",2023-05-29 20:56:54
deep,"-28° -33' -49.28"" N","105° 53' 37.14"" E",2023-10-25 07:35:25
future,"15° 37' 17.04"" N","-127° -48' -58.80"" E",2023-05-07 01:08:24
like,"70° 11' 53.59"" N","-91° -30' -31.77"" E",2023-07-12 03:38:52
suffer,"74° 53' 1.08"" N","40° 52' 20.72"" E",2023-11-13 23:29:32
play,"-60° -45' -31.73"" N","155° 38' 9.95"" E",2023-07-04 08:15:59
about,"43° 6' 4.25"" N","141° 40' 22.61"" E",2023-05-09 08:01:43
major,"-39° -22' -20.78"" N","-179° -51' -45.27"" E",2023-08-09 02:05:03
ahead,"22° 9' 13.61"" N","155° 26' 41.22"" E",2023-06-06 05:01:08
from,"69° 9' 25.70"" N","66° 25' 46.21"" E",2023-06-24 18:51:47
enter,"-79° -6' -53.46"" N","97° 4' 33.02"" E",2023-05-30 06:13:40
against,"-60° -24' -59.54"" N","-91° -50' -11.34"" E",2023-05-15 12:20:35
subject,"-3° -9' -40.65"" N","159° 23' 7.12"" E",2023-02-16 05:29:46
heart,"-89° -6' -48.96"" N","45° 21' 9.82"" E",2023-02-13 10:21:10
alone,"-18° -33' -18.89"" N","-7° -51' -36.23"" E",2023-02-23 02:02:48
offer,"87° 26' 57.03"" N","149° 43' 1.08"" E",2023-11-16 09:00:53
type,"-32° -39' -54.39"" N","78° 29' 8.41"" E",2023-01-26 02:26:56
he,"-80° -29' -49.24"" N","-7° -42' -39.95"" E",2023-05-14 00:26:01
hot,"61° 22' 59.28"" N","47° 48' 37.16"" E",2023-06-17 02:41:28
scientist,"35° 9' 26.48"" N","145° 6' 7.04"" E",2023-04-08 14:35:58
shoulder,"-62° -31' -27.79"" N","-40° -19' -4.11"" E",2023-05-16 03:45:20
nature,"47° 40' 18.83"" N","-49° -53' -37.95"" E",2023-03-02 01:29:31
figure,"8° 6' 7.57"" N","154° 19' 2.53"" E",2023-03-31 03:50:42
red,"-13° -57' -40.09"" N","-123° -42' -59.14"" E",2023-03-31 13:05:24
court,"38° 12' 37.56"" N","44° 53' 44.16"" E",2023-06-25 12:52:29
artist,"-19° -58' -9.22"" N","-117° -44' -36.83"" E",2023-04-06 06:52:50
various,"74° 8' 13.74"" N","-82° -52' -10.16"" E",2023-11-09 08:39:30
order,"74° 14' 22.51"" N","92° 21' 26.24"" E",2023-09-22 07:51:36
artist,"-88° -27' -48.75"" N","176° 47' 16.71"" E",2023-12-18 11:02:16
hand,"-37° -29' -18.56"" N","65° 25' 51.24"" E",2023-04-04 10:19:55
check,"-60° -48' -34.73"" N","104° 0' 45.04"" E",2023-05-30 17:25:48
capital,"-40° -23' -44.82"" N","-72° -38' -42.23"" E",2023-11-22 12:48:46
throw,"51° 51' 46.00"" N","49° 21' 41.42"" E",2023-01-20 16:55:34
assume,"31° 11' 47.90"" N","63° 29' 44.85"" E",2023-09-05 11:27:37
food,"-71° -16' -11.28"" N","-98° -53' -33.50"" E",2023-05-22 07:30:05
miss,"80° 42' 21.19"" N","-40° -1' -3.29"" E",2023-04-28 06:21:54
speech,"-26° -22' -13.04"" N","149° 27' 45.36"" E",2023-11-24 14:12:04
whom,"-63° -11' -47.99"" N","-106° -38' -32.69"" E",2023-06-25 05:55:45
name,"21° 43' 54.55"" N","-54° -42' -1.30"" E",2023-08-24 17:37:58
color,"-44° -10' -11.27"" N","-122° -7' -16.19"" E",2023-04-25 10:20:49
majority,"25° 39' 40.27"" N","-26° -23' -46.69"" E",2023-02-25 05:53:42
million,"9° 38' 30.05"" N","42° 38' 10.42"" E",2023-12-31 21:10:40
so,"38° 17' 55.18"" N","-35° -12' -58.69"" E",2023-08-29 12:15:18
system,"-67° -53' -24.90"" N","-130° -17' -34.05"" E",2023-12-02 18:46:33
often,"-33° -13' -26.82"" N","-43° -33' -23.59"" E",2023-05-10 19:29:18
cost,"5° 27' 5.14"" N","165° 35' 16.83"" E",2023-06-25 03:52:52
check,"-71° -38' -51.07"" N","45° 33' 58.67"" E",2023-03-10 00:55:02
account,"-70° -37' -42.65"" N","-63° -45' -29.07"" E",2023-03-26 09:09:41
social,"85° 5' 35.04"" N","-21° -46' -52.52"" E",2023-10-03 19:19:19
occur,"-31° -13' -53.98"" N","32° 46' 23.48"" E",2023-12-23 02:06:02
half,"-8° -18' -11.52"" N","97° 19' 49.94"" E",2023-04-10 18:00:14
role,"-10° -6' -55.58"" N","-172° -22' -59.86"" E",2023-12-02 06:58:39
official,"-88° -4' -32.10"" N","14° 49' 10.01"" E",2023-10-06 13:35:41
budget,"-54° -38' -7.40"" N","-141° -24' -29.19"" E",2023-01-25 09:09:03
whole,"87° 29' 49.19"" N","-172° -47' -21.61"" E",2023-10-11 23:50:41
get,"2° 41' 34.43"" N","38° 10' 6.35"" E",2023-08-19 05:04:58
fly,"30° 12' 51.45"" N","-77° -29' -49.46"" E",2023-11-11 02:34:09
management,"63° 40' 5.95"" N","144° 26' 11.94"" E",2023-05-22 00:13:36
which,"56° 35' 2.78"" N","62° 43' 37.86"" E",2023-01-27 03:51:11
somebody,"19° 25' 52.44"" N","162° 3' 6.72"" E",2023-12-18 06:35:51
Mrs,"-41° -24' -16.59"" N","179° 18' 9.82"" E",2023-06-05 14:58:59
represent,"59° 6' 35.01"" N","92° 9' 46.70"" E",2023-10-07 01:35:36
themselves,"40° 2' 55.04"" N","39° 21' 35.30"" E",2023-03-26 07:58:49
discuss,"4° 14' 13.28"" N","64° 14' 12.25"" E",2023-08-06 17:13:00
president,"-67° -20' -35.36"" N","-128° -29' -49.51"" E",2023-01-11 20:49:50
man,"-62° -38' -42.56"" N","69° 35' 20.09"" E",2023-03-06 15:27:26
reduce,"-48° -49' -20.13"" N","-126° -39' -39.66"" E",2023-08-02 18:19:38
situation,"24° 33' 34.80"" N","-2° -43' -8.03"" E",2023-04-19 07:38:01
agent,"9° 20' 6.94"" N","112° 28' 52.41"" E",2023-09-08 06:37:27
big,"-20° -48' -41.88"" N","-40° -7' -5.15"" E",2023-10-13 20:19:15
across,"-42° -24' -24.84"" N","11° 13' 9.90"" E",2023-02-28 02:24:28
cultural,"42° 54' 17.28"" N","163° 35' 33.68"" E",2023-07-29 13:18:10
officer,"-6° -1' -9.06"" N","-125° -13' -51.68"" E",2023-10-10 09:04:36
middle,"74° 21' 57.87"" N","103° 24' 38.17"" E",2023-07-08 17:50:52
measure,"60° 34' 22.95"" N","86° 2' 17.69"" E",2023-05-16 06:37:40
lead,"11° 3' 15.23"" N","128° 26' 57.75"" E",2023-06-18 13:44:42
blue,"34° 44' 28.82"" N","-126° -22' -58.44"" E",2023-02-04 15:59:55
daughter,"43° 5' 59.80"" N","-158° -3' -3.96"" E",2023-07-16 00:11:35
fight,"8° 21' 5.87"" N","70° 19' 18.33"" E",2023-06-15 10:58:09
late,"76° 35' 11.87"" N","-130° -2' -16.53"" E",2023-04-04 16:28:16
oil,"0° 48' 25.88"" N","-72° -1' -10.15"" E",2023-01-07 16:22:02
cut,"-73° -53' -23.10"" N","-178° -39' -39.47"" E",2023-10-15 10:33:13
property,"83° 37' 28.18"" N","174° 56' 28.93"" E",2023-03-29 23:11:38
data,"85° 51' 58.59"" N","6° 53' 37.96"" E",2023-05-31 10:36:22
three,"-9° -52' -33.79"" N","-85° -6' -49.69"" E",2023-02-26 09:46:22
white,"86° 6' 4.74"" N","75° 59' 13.41"" E",2023-11-18 00:03:33
project,"-16° -37' -58.86"" N","-83° -52' -0.13"" E",2023-03-05 18:39:05
bag,"-78° -1' -55.10"" N","-11° -47' -38.28"" E",2023-05-07 21:58:23
can,"77° 12' 12.86"" N","-176° -59' -59.09"" E",2023-04-21 01:17:16
produce,"-89° -53' -9.49"" N","103° 12' 0.84"" E",2023-02-23 20:29:34
agency,"23° 37' 52.47"" N","-23° -45' -42.36"" E",2023-07-24 11:30:40
either,"81° 51' 24.26"" N","170° 53' 34.06"" E",2023-01-24 17:41:30
baby,"-67° -47' -36.92"" N","179° 50' 39.16"" E",2023-12-10 11:15:32
outside,"-50° -28' -56.78"" N","-54° -59' -13.95"" E",2023-09-06 22:49:29
score,"22° 51' 21.79"" N","107° 58' 40.07"" E",2023-12-16 22:09:08
season,"-74° -7' -8.73"" N","144° 15' 55.02"" E",2023-06-17 22:29:45
science,"27° 29' 36.57"" N","-176° -20' -20.90"" E",2023-12-13 14:28:09
treat,"32° 41' 17.25"" N","-62° -23' -39.62"" E",2023-06-20 00:36:40
north,"-79° -10' -33.41"" N","-109° -26' -30.22"" E",2023-09-08 10:12:51
son,"83° 10' 17.47"" N","-111° -29' -48.53"" E",2023-09-26 02:11:38
particularly,"77° 53' 22.93"" N","79° 55' 5.21"" E",2023-08-02 18:05:25
song,"52° 24' 15.13"" N","98° 24' 4.02"" E",2023-07-17 23:43:33
his,"-33° -7' -23.08"" N","-75° -30' -39.28"" E",2023-06-27 16:37:27
science,"12° 41' 34.88"" N","87° 54' 34.62"" E",2023-01-06 10:30:20
nothing,"57° 15' 6.84"" N","27° 19' 5.92"" E",2023-07-20 04:46:22
beat,"84° 48' 21.33"" N","53° 29' 51.26"" E",2023-09-12 16:38:26
each,"-1° -23' -7.45"" N","-123° -24' -33.50"" E",2023-04-16 04:07:55
job,"36° 0' 21.49"" N","17° 53' 11.73"" E",2023-05-12 21:57:52
hot,"-21° -23' -34.65"" N","-66° -44' -46.88"" E",2023-06-08 05:51:42
peace,"31° 50' 5.80"" N","-99° -49' -58.05"" E",2023-11-26 15:14:05
better,"-59° -29' -39.99"" N","-107° -35' -56.83"" E",2023-04-27 18:12:10
order,"64° 20' 37.95"" N","-29° -16' -33.18"" E",2023-07-17 03:18:10
with,"-75° -14' -25.29"" N","-13° -13' -54.59"" E",2023-01-07 10:23:59
could,"67° 38' 23.89"" N","159° 4' 15.65"" E",2023-07-15 19:06:32
they,"-68° -42' -21.33"" N","-128° -50' -35.47"" E",2023-07-09 19:23:28
quickly,"72° 56' 48.16"" N","-102° -37' -0.02"" E",2023-01-19 15:16:00
popular,"39° 51' 28.80"" N","2° 55' 26.98"" E",2023-12-14 23:27:35
today,"-6° -18' -0.67"" N","47° 1' 21.42"" E",2023-06-22 02:49:59
into,"10° 47' 15.57"" N","-94° -45' -51.07"" E",2023-02-08 11:58:07
mean,"-32° -28' -13.72"" N","-16° -57' -14.69"" E",2023-02-17 15:07:35
wear,"22° 46' 32.10"" N","114° 37' 8.84"" E",2023-12-30 15:51:02
budget,"37° 15' 10.49"" N","-23° -20' -27.87"" E",2023-04-25 11:46:52
try,"0° -37' -54.87"" N","55° 12' 59.38"" E",2023-05-05 03:00:26
majority,"70° 36' 16.29"" N","-131° -58' -2.58"" E",2023-05-14 06:00:44
happen,"56° 7' 9.60"" N","57° 3' 27.13"" E",2023-08-20 17:02:39
community,"-47° -28' -2.50"" N","135° 42' 9.87"" E",2023-04-19 08:59:46
nature,"26° 33' 36.68"" N","70° 34' 46.41"" E",2023-10-04 09:43:36
management,"-36° -48' -26.69"" N","12° 2' 57.08"" E",2023-07-30 20:25:09
past,"-13° -51' -54.08"" N","-4° -51' -10.04"" E",2023-08-01 14:11:28
half,"-50° -13' -22.74"" N","64° 48' 31.91"" E",2023-09-20 07:41:05
story,"77° 57' 54.78"" N","30° 29' 35.87"" E",2023-10-31 11:44:05
high,"23° 35' 59.24"" N","90° 33' 4.58"" E",2023-07-09 21:27:18
analysis,"-89° -58' -3.68"" N","-143° -42' -37.07"" E",2023-01-08 20:23:11
resource,"-15° -29' -1.03"" N","82° 38' 18.91"" E",2023-02-13 11:18:40
language,"3° 40' 35.28"" N","148° 21' 0.48"" E",2023-11-22 07:21:20
everyone,"-39° -42' -18.24"" N","25° 39' 26.97"" E",2023-12-17 02:47:28
continue,"-50° -35' -0.25"" N","111° 14' 6.66"" E",2023-09-08 18:38:50
have,"-3° -38' -24.01"" N","10° 52' 35.86"" E",2023-07-11 11:55:21
local,"53° 48' 54.77"" N","-164° -5' -20.97"" E",2023-05-01 05:35:50
blood,"-74° -57' -9.28"" N","-69° -45' -52.20"" E",2023-11-24 01:13:32
think,"47° 32' 22.35"" N","-96° -3' -37.64"" E",2023-02-21 23:15:02
bar,"-78° -39' -33.53"" N","-2° -13' -52.92"" E",2023-08-17 01:44:01
shoulder,"-58° -47' -14.71"" N","-5° -36' -1.99"" E",2023-02-25 04:32:17
authority,"52° 22' 43.87"" N","-134° -29' -57.61"" E",2023-07-05 00:47:29
cold,"75° 35' 28.15"" N","130° 24' 37.66"" E",2023-06-20 20:33:52
term,"0° -39' -9.28"" N","-26° -24' -41.27"" E",2023-08-14 06:35:50
director,"83° 57' 46.27"" N","-165° -19' -47.14"" E",2023-07-01 19:42:52
kitchen,"-88° -10' -12.99"" N","67° 39' 15.98"" E",2023-07-13 12:24:51
product,"0° -42' -6.34"" N","-61° -33' -52.83"" E",2023-06-13 15:28:18
like,"-46° -48' -30.94"" N","-156° -58' -26.75"" E",2023-10-01 12:57:00
message,"-20° -33' -2.90"" N","-125° -21' -9.80"" E",2023-11-29 18:27:19
relationship,"-60° -54' -59.73"" N","172° 23' 52.20"" E",2023-03-02 13:52:42
cell,"-15° -46' -32.31"" N","99° 38' 31.60"" E",2023-12-10 10:43:41
be,"12° 53' 23.95"" N","-86° -38' -3.58"" E",2023-08-19 16:51:04
assume,"-61° -45' -34.11"" N","-7° -5' -24.80"" E",2023-11-10 14:48:10
media,"-89° -14' -46.36"" N","129° 19' 24.97"" E",2023-01-17 04:44:09
full,"52° 41' 10.40"" N","37° 43' 34.05"" E",2023-02-24 20:16:33
choice,"65° 35' 15.94"" N","-66° -16' -30.75"" E",2023-05-29 23:51:09
activity,"13° 57' 56.73"" N","-31° -53' -10.96"" E",2023-04-22 12:08:35
bad,"-13° -5' -38.53"" N","4° 21' 43.29"" E",2023-07-08 00:02:41
past,"4° 5' 27.23"" N","128° 44' 6.61"" E",2023-02-13 21:20:56
season,"-80° -11' -37.77"" N","-167° -17' -9.09"" E",2023-08-17 11:18:19
pass,"1° 38' 33.28"" N","-7° -42' -47.00"" E",2023-08-10 16:55:39
ok,"-13° -35' -30.24"" N","-122° -46' -15.01"" E",2023-10-30 23:29:48
ahead,"6° 31' 39.46"" N","-104° 0' -4.60"" E",2023-09-11 18:36:45
product,"-57° -9' -15.45"" N","-38° -11' -43.68"" E",2023-03-12 20:46:23
effect,"88° 3' 56.85"" N","-114° -6' -30.32"" E",2023-01-04 05:39:27
truth,"-56° -22' -47.89"" N","-133° -32' -11.37"" E",2023-02-09 10:48:17
conference,"-10° -49' -31.40"" N","-134° -34' -1.81"" E",2023-03-30 01:15:44
degree,"78° 1' 21.73"" N","-171° -6' -3.09"" E",2023-11-17 16:08:12
southern,"28° 19' 44.00"" N","177° 2' 30.03"" E",2023-01-18 07:10:08
green,"-16° -27' -28.96"" N","178° 1' 14.75"" E",2023-06-07 17:38:20
service,"36° 42' 37.09"" N","100° 18' 50.95"" E",2023-04-19 12:52:04
will,"-18° -59' -14.66"" N","-101° -59' -17.00"" E",2023-11-29 22:20:17
maintain,"14° 45' 46.97"" N","150° 30' 41.46"" E",2023-10-14 18:44:17
wife,"34° 51' 22.37"" N","-136° -24' -13.53"" E",2023-01-29 00:50:02
democratic,"64° 49' 56.09"" N","124° 30' 25.01"" E",2023-06-18 22:46:23
build,"-33° -28' -11.25"" N","-3° -8' -33.64"" E",2023-07-22 09:26:03
begin,"-77° -41' -35.48"" N","-72° -39' -0.85"" E",2023-01-08 00:40:39
building,"-41° -33' -17.70"" N","-165° -17' -11.68"" E",2023-12-16 11:00:54
everything,"61° 45' 6.84"" N","-62° -12' -24.64"" E",2023-08-07 12:54:06
that,"29° 22' 47.09"" N","-156° -38' -47.43"" E",2023-02-20 03:00:09
else,"-53° -6' -50.79"" N","106° 57' 59.69"" E",2023-09-03 10:31:38
common,"29° 30' 54.21"" N","-149° -32' -9.23"" E",2023-01-27 14:33:37
lay,"-47° -3' -38.42"" N","108° 7' 39.51"" E",2023-07-13 00:21:52
level,"60° 14' 58.96"" N","62° 55' 49.76"" E",2023-11-18 22:12:55
social,"-88° -1' -39.43"" N","143° 26' 46.00"" E",2023-07-08 22:55:37
talk,"-81° -16' -30.84"" N","-91° -58' -44.81"" E",2023-01-30 02:40:27
wind,"-12° -32' -44.75"" N","122° 43' 6.34"" E",2023-06-12 02:39:42
loss,"33° 28' 54.93"" N","-46° -17' -25.84"" E",2023-10-24 22:09:36
car,"-33° -46' -13.65"" N","-119° -7' -6.29"" E",2023-10-02 12:58:25
four,"-28° -14' -55.84"" N","-28° -24' -29.06"" E",2023-06-20 12:25:16
former,"-2° -50' -20.04"" N","30° 50' 13.35"" E",2023-06-13 03:30:01
thought,"62° 51' 45.72"" N","-76° -41' -47.12"" E",2023-12-12 15:04:29
quality,"-63° -29' -18.90"" N","9° 48' 47.25"" E",2023-05-08 19:44:08
attention,"1° 42' 46.87"" N","-159° -33' -11.82"" E",2023-06-27 20:50:53
radio,"-23° -26' -15.82"" N","-98° -13' -27.64"" E",2023-03-03 19:15:35
become,"25° 42' 52.61"" N","83° 28' 55.98"" E",2023-05-06 19:41:13
music,"80° 37' 13.07"" N","49° 30' 39.18"" E",2023-03-13 17:12:25
wait,"-62° -43' -10.11"" N","68° 36' 15.58"" E",2023-10-28 02:22:05
vote,"-6° 0' -7.32"" N","173° 27' 42.85"" E",2023-11-15 18:11:13
human,"38° 34' 52.99"" N","163° 47' 19.05"" E",2023-10-11 21:16:21
yet,"52° 56' 26.33"" N","-122° -8' -31.25"" E",2023-08-01 04:17:38
paper,"66° 31' 51.43"" N","-142° -33' -8.34"" E",2023-07-25 07:16:20
drive,"-43° -30' -0.57"" N","94° 4' 57.65"" E",2023-10-29 08:26:57
challenge,"49° 36' 26.42"" N","93° 55' 59.00"" E",2023-08-23 13:25:38
financial,"-70° -43' -22.70"" N","-14° -27' -5.54"" E",2023-08-19 03:06:03
career,"88° 42' 34.92"" N","64° 35' 47.40"" E",2023-06-29 10:38:41
grow,"-42° -6' -36.95"" N","-77° -38' -57.04"" E",2023-09-15 07:12:27
lay,"55° 36' 33.27"" N","-24° -25' -5.08"" E",2023-10-18 06:30:04
war,"-25° -26' -13.52"" N","61° 31' 57.74"" E",2023-07-09 00:32:08
attack,"-24° -7' -14.08"" N","-143° -32' -53.30"" E",2023-09-19 02:09:51
maybe,"74° 25' 59.95"" N","-22° -25' -10.58"" E",2023-11-03 03:53:15
already,"-35° -22' -34.00"" N","-77° -19' -7.16"" E",2023-07-10 13:04:33
research,"5° 7' 18.85"" N","81° 7' 26.46"" E",2023-11-14 08:45:22
